curr_x,curr_y
0.0,0.0
0.5,0.0
1.0,0.0
1.5,0.0
2.0,0.0
2.5,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.5,0.0
6.0,0.0
6.5,0.0
7.0,0.0
7.5,0.0
8.0,0.0
8.5,0.0
9.0,0.0
9.5,0.0
10.0,0.0
10.5,0.3922954786392247
11.0,0.7821723252011543
11.5,1.167226819279527
12.0,1.545084971874737
12.5,1.913417161825449
13.0,2.2699524986977337
13.5,2.612492823579744
14.0,2.938926261462366
14.5,3.2472402416509185
15.0,3.5355339059327373
15.5,3.802029828000154
16.0,4.045084971874737
16.5,4.263200821770461
17.0,4.455032620941839
17.5,4.619397662556434
18.0,4.755282581475767
18.5,4.861849601988383
19.0,4.938441702975689
19.5,4.9845866686656395
20.0,5.0
20.5,4.9845866686656395
21.0,4.938441702975689
21.5,4.861849601988383
22.0,4.755282581475768
22.5,4.619397662556434
23.0,4.455032620941839
23.5,4.263200821770462
24.0,4.045084971874737
24.5,3.802029828000155
25.0,3.5355339059327378
25.5,3.247240241650919
26.0,2.9389262614623664
26.5,2.6124928235797444
27.0,2.269952498697734
27.5,1.9134171618254494
28.0,1.5450849718747375
28.5,1.1672268192795276
29.0,0.7821723252011549
29.5,0.3922954786392253
30.0,6.123233995736766e-16
30.5,-0.3922954786392219
31.0,-0.7821723252011537
31.5,-1.1672268192795263
32.0,-1.5450849718747346
32.5,-1.9134171618254483
33.0,-2.2699524986977333
33.5,-2.6124928235797458
34.0,-2.938926261462365
34.5,-3.247240241650916
35.0,-3.5355339059327373
35.5,-3.802029828000153
36.0,-4.045084971874736
36.5,-4.263200821770462
37.0,-4.455032620941839
37.5,-4.619397662556434
38.0,-4.755282581475767
38.5,-4.861849601988382
39.0,-4.938441702975688
39.5,-4.9845866686656395
40.0,-5.0
40.5,-4.9845866686656395
41.0,-4.938441702975689
41.5,-4.861849601988383
42.0,-4.755282581475768
42.5,-4.619397662556435
43.0,-4.45503262094184
43.5,-4.263200821770463
44.0,-4.045084971874738
44.5,-3.802029828000154
45.0,-3.5355339059327386
45.5,-3.247240241650917
46.0,-2.938926261462367
46.5,-2.612492823579747
47.0,-2.2699524986977346
47.5,-1.913417161825452
48.0,-1.5450849718747381
48.5,-1.1672268192795259
49.0,-0.7821723252011556
49.5,-0.39229547863922376
50.0,-1.2246467991473533e-15
50.5,0.39229547863922126
51.0,0.7821723252011487
51.5,1.1672268192795279
52.0,1.545084971874736
52.5,1.9134171618254499
53.0,2.269952498697733
53.5,2.6124928235797413
54.0,2.9389262614623606
54.5,3.247240241650919
55.0,3.535533905932737
55.5,3.8020298280001525
56.0,4.045084971874736
56.5,4.263200821770459
57.0,4.45503262094184
57.5,4.619397662556434
58.0,4.755282581475767
58.5,4.861849601988382
59.0,4.9384417029756875
59.5,4.9845866686656395
60.0,5.0
60.5,4.9845866686656395
61.0,4.938441702975689
61.5,4.861849601988384
62.0,4.755282581475768
62.5,4.619397662556434
63.0,4.455032620941838
63.5,4.263200821770463
64.0,4.045084971874738
64.5,3.80202982800016
65.0,3.5355339059327355
65.5,3.247240241650921
66.0,2.938926261462367
66.5,2.612492823579744
67.0,2.2699524986977395
67.5,1.9134171618254445
68.0,1.545084971874739
68.5,1.1672268192795268
69.0,0.7821723252011604
69.5,0.39229547863922876
70.0,1.8369701987210296e-15
70.5,-0.3922954786392251
71.0,-0.7821723252011569
71.5,-1.167226819279523
72.0,-1.5450849718747353
72.5,-1.913417161825441
73.0,-2.2699524986977364
73.5,-2.612492823579741
74.0,-2.938926261462364
74.5,-3.2472402416509185
75.0,-3.535533905932733
75.5,-3.802029828000158
76.0,-4.045084971874736
76.5,-4.263200821770462
77.0,-4.455032620941836
77.5,-4.619397662556432
78.0,-4.755282581475767
78.5,-4.861849601988383
79.0,-4.938441702975689
79.5,-4.9845866686656395
80.0,-5.0
80.5,-4.98458666866564
81.0,-4.938441702975688
81.5,-4.861849601988384
82.0,-4.755282581475769
82.5,-4.619397662556434
83.0,-4.455032620941842
83.5,-4.263200821770459
84.0,-4.045084971874738
84.5,-3.8020298280001548
85.0,-3.535533905932742
85.5,-3.2472402416509216
86.0,-2.9389262614623672
86.5,-2.6124928235797444
87.0,-2.269952498697732
87.5,-1.913417161825453
88.0,-1.5450849718747395
88.5,-1.1672268192795359
89.0,-0.7821723252011524
89.5,-0.39229547863922937
90.0,-2.4492935982947065e-15
90.5,0.0
91.0,0.0
91.5,0.0
92.0,0.0
92.5,0.0
93.0,0.0
93.5,0.0
94.0,0.0
94.5,0.0
95.0,0.0
95.5,0.0
96.0,0.0
96.5,0.0
97.0,0.0
97.5,0.0
98.0,0.0
98.5,0.0
99.0,0.0
99.5,0.0
100.0,0.0
