timestamp,cmd_speed,cmd_steering_angle,curr_x,curr_y,curr_yaw,curr_speed
1226.751,2.0,0.0015003577483804081,0.0,0.0,0.0,0.0
1226.761,2.0,0.004002517250424755,0.0,0.0,0.0,0.0
1226.771,2.0,0.006506576338808741,2.6052985813568825,-5.760846795396551,0.2107502051951687,0.162492180918845
1226.781,2.0,0.009012471877410787,2.6052985813568825,-5.760846795396551,0.2107502051951687,0.162492180918845
1226.791,2.0,0.0115201404286822,2.6052985813568825,-5.760846795396551,0.2107502051951687,0.162492180918845
1226.801,2.0,0.014029518254671351,2.610667411476972,-5.759698247035021,0.21075019917754179,0.1624921809188883
1226.811,2.0,0.016540541318067887,2.610667411476972,-5.759698247035021,0.21075019917754179,0.1624921809188883
1226.821,2.0,0.01905314528326705,2.610667411476972,-5.759698247035021,0.21075019917754179,0.1624921809188883
1226.831,2.0,0.021567265517454172,2.610667411476972,-5.759698247035021,0.21075019917754179,0.1624921809188883
1226.841,2.0,0.02408283709170947,2.6165567859030814,-5.75843848054042,0.21075485553346807,0.19822483278819036
1226.851,2.0,0.026599794782190305,2.6165567859030814,-5.75843848054042,0.21075485553346807,0.19822483278819036
1226.861,2.0,0.029118073071047742,2.6165567859030814,-5.75843848054042,0.21075485553346807,0.19822483278819036
1226.871,2.0,0.031637606147935836,2.6237887937390827,-5.756891263896679,0.21079086925128981,0.23864900406157855
1226.881,2.0,0.034158327910969156,2.6237887937390827,-5.756891263896679,0.21079086925128981,0.23864900406157855
1226.891,2.0,0.03668017196798706,2.6237887937390827,-5.756891263896679,0.21079086925128981,0.23864900406157855
1226.901,2.0,0.03920307163778138,2.6323506651478463,-5.755059061923295,0.21086980089281104,0.2782320152213311
1226.911,2.0,0.04172695995134476,2.6323506651478463,-5.755059061923295,0.21086980089281104,0.2782320152213311
1226.921,2.0,0.044251769653139934,2.6323506651478463,-5.755059061923295,0.21086980089281104,0.2782320152213311
1226.931,2.0,0.04677743320238964,2.6323506651478463,-5.755059061923295,0.21086980089281104,0.2782320152213311
1226.941,2.0,0.04930388277438763,2.6422145092577916,-5.7529471093100755,0.21101204968483808,0.31698716475097016
1226.951,2.0,0.05183105026183049,2.6422145092577916,-5.7529471093100755,0.21101204968483808,0.31698716475097016
1226.961,2.0,0.05435886727617064,2.6422145092577916,-5.7529471093100755,0.21101204968483808,0.31698716475097016
1226.971,2.0,0.05688726514899026,2.653352801350414,-5.750560199395174,0.21123554216219595,0.3549244988792748
1226.981,2.0,0.05941617493339646,2.653352801350414,-5.750560199395174,0.21123554216219595,0.3549244988792748
1226.991,2.0,0.06194552740543764,2.653352801350414,-5.750560199395174,0.21123554216219595,0.3549244988792748
1227.001,2.0,0.06447525306554104,2.653352801350414,-5.750560199395174,0.21123554216219595,0.3549244988792748
1227.011,2.0,0.06700528213997174,2.665738154409556,-5.747902442292719,0.2115615560616835,0.3920597946762407
1227.021,2.0,0.06953554458231277,2.665738154409556,-5.747902442292719,0.2115615560616835,0.3920597946762407
1227.031,2.0,0.07206597007496701,2.665738154409556,-5.747902442292719,0.2115615560616835,0.3920597946762407
1227.041,2.0,0.07459648803068016,2.679343700257408,-5.744977460878918,0.21200244451676636,0.4283985958464119
1227.051,2.0,0.07712702759408552,2.679343700257408,-5.744977460878918,0.21200244451676636,0.4283985958464119
1227.061,2.0,0.0796575176432703,2.679343700257408,-5.744977460878918,0.21200244451676636,0.4283985958464119
1227.071,2.0,0.08218788679136332,2.69414251646047,-5.741788010798265,0.2125778119667743,0.46396483880713996
1227.081,2.0,0.08471806338814475,2.69414251646047,-5.741788010798265,0.2125778119667743,0.46396483880713996
1227.091,2.0,0.0872479755216772,2.69414251646047,-5.741788010798265,0.2125778119667743,0.46396483880713996
